"","X","r_st_neo","r_st_relict","ID","lat","lon","r","r_neo","r_relict"
"585",585,0.734,0,34963,-8.3,-77.7333,26,1,0
"586",586,0.765,0,34964,-8.3,-77.4667,24,1,0
"587",587,0.748,0,34965,-8.3,-77.2,26,1,0
"588",588,0.365,0,34966,-8.3,-76.9333,57,1,0
"589",589,0.671,0,35128,-8.5667,-78,31,1,0
"590",590,0.771,0,35129,-8.5667,-77.7333,23,1,0
"591",591,0.733,0,35130,-8.5667,-77.4667,26,1,0
"592",592,0.736,0,35131,-8.5667,-77.2,26,1,0
"593",593,0.445,0,35132,-8.5667,-76.9333,49,1,0
"594",594,0.447,0,35133,-8.5667,-76.6667,48,1,0
"595",595,0.679,0,35293,-8.8333,-78,31,1,0
"596",596,0.712,0,35294,-8.8333,-77.7333,26,1,0
"597",597,0.745,0,35295,-8.8333,-77.4667,26,1,0
"598",598,0.727,0,35296,-8.8333,-77.2,26,1,0
"599",599,0.545,0,35297,-8.8333,-76.9333,40,1,0
"600",600,0.556,0,35298,-8.8333,-76.6667,39,1,0
"601",601,0.41,0,35299,-8.8333,-76.4,49,1,0
"602",602,0.737,0,35457,-9.1,-78,26,1,0
"603",603,0.692,0,35458,-9.1,-77.7333,30,1,0
"604",604,0.729,0,35459,-9.1,-77.4667,26,1,0
"605",605,0.751,0,35460,-9.1,-77.2,25,1,0
"606",606,0.96,0,35461,-9.1,-76.9333,50,3,0
"607",607,0.976,0,35462,-9.1,-76.6667,41,3,0
"608",608,0.923,0,35463,-9.1,-76.4,58,3,0
"609",609,0.985,0,35624,-9.3667,-76.9333,44,3,0
"610",610,0.987,0,35625,-9.3667,-76.6667,39,3,0
"611",611,0.986,0,35626,-9.3667,-76.4,41,3,0
"612",612,0.864,0.46,35627,-9.3667,-76.1333,46,2,1
"613",613,0,0.888,35632,-9.3667,-74.8,39,0,2
"614",614,0,0.891,35633,-9.3667,-74.5333,39,0,2
"615",615,0.991,0,35786,-9.6333,-76.9333,30,3,0
"616",616,0.993,0,35787,-9.6333,-76.6667,31,3,0
"617",617,0.989,0,35788,-9.6333,-76.4,40,3,0
"618",618,0.973,0.403,35789,-9.6333,-76.1333,48,3,1
"619",619,0.428,0,35790,-9.6333,-75.8667,51,1,0
"620",620,0.408,0,35791,-9.6333,-75.6,52,1,0
"621",621,0,0.577,35795,-9.6333,-74.5333,36,0,1
"622",622,0.854,0,35947,-9.9,-76.9333,14,1,0
"623",623,0.992,0,35948,-9.9,-76.6667,31,3,0
"624",624,0.986,0,35949,-9.9,-76.4,43,3,0
"625",625,0.99,0,35950,-9.9,-76.1333,44,3,0
"626",626,0.88,0,35951,-9.9,-75.8667,42,2,0
"627",627,0.292,0,35952,-9.9,-75.6,62,1,0
"628",628,0.852,0,36107,-10.1667,-76.9333,14,1,0
"629",629,0.887,0,36108,-10.1667,-76.6667,13,1,0
"630",630,0.984,0,36109,-10.1667,-76.4,21,2,0
"631",631,0.981,0,36110,-10.1667,-76.1333,21,2,0
"632",632,0.89,0,36111,-10.1667,-75.8667,41,2,0
"633",633,0,0.409,36112,-10.1667,-75.6,49,0,1
"634",634,0.981,0,36265,-10.4333,-76.9333,18,2,0
"635",635,0.989,0,36266,-10.4333,-76.6667,15,2,0
"636",636,0.98,0,36267,-10.4333,-76.4,21,2,0
"637",637,0.976,0,36268,-10.4333,-76.1333,21,2,0
"638",638,0.92,0,36269,-10.4333,-75.8667,38,2,0
"639",639,0.891,0,36270,-10.4333,-75.6,41,2,0
"640",640,0.735,0.281,36271,-10.4333,-75.3333,59,2,1
"641",641,0.97,0,36422,-10.7,-76.9333,22,2,0
"642",642,0.994,0,36423,-10.7,-76.6667,15,2,0
"643",643,0.975,0,36424,-10.7,-76.4,21,2,0
"644",644,0.991,0,36425,-10.7,-76.1333,15,2,0
"645",645,0.959,0,36426,-10.7,-75.8667,29,2,0
"646",646,0.797,0,36427,-10.7,-75.6,50,2,0
"647",647,0.733,0.287,36428,-10.7,-75.3333,59,2,1
"648",648,0,0.487,36431,-10.7,-74.5333,42,0,1
"649",649,0,0.482,36432,-10.7,-74.2667,42,0,1
"650",650,0.976,0,36577,-10.9667,-76.9333,23,2,0
"651",651,0.977,0,36578,-10.9667,-76.6667,21,2,0
"652",652,0.979,0,36579,-10.9667,-76.4,19,2,0
"653",653,0.984,0,36580,-10.9667,-76.1333,18,2,0
"654",654,0.946,0,36581,-10.9667,-75.8667,29,2,0
"655",655,0.726,0.275,36582,-10.9667,-75.6,59,2,1
"656",656,0,0.508,36583,-10.9667,-75.3333,41,0,1
"657",657,0,0.342,36584,-10.9667,-75.0667,54,0,1
"658",658,0,0.479,36587,-10.9667,-74.2667,44,0,1
"659",659,0.822,0,36731,-11.2333,-76.9333,18,1,0
"660",660,0.845,0,36732,-11.2333,-76.6667,17,1,0
"661",661,0.916,0,36733,-11.2333,-76.4,10,1,0
"662",662,0.913,0,36734,-11.2333,-76.1333,10,1,0
"663",663,0.955,0,36735,-11.2333,-75.8667,28,2,0
"664",664,0.875,0.45,36736,-11.2333,-75.6,43,2,1
"665",665,0,0.547,36737,-11.2333,-75.3333,37,0,1
"666",666,0.758,0.322,36738,-11.2333,-75.0667,58,2,1
"667",667,0.433,0,36739,-11.2333,-74.8,45,1,0
"668",668,0.822,0,36883,-11.5,-76.9333,17,1,0
"669",669,0.804,0,36884,-11.5,-76.6667,18,1,0
"670",670,0.878,0,36885,-11.5,-76.4,12,1,0
"671",671,0.873,0,36886,-11.5,-76.1333,12,1,0
"672",672,0.974,0,36887,-11.5,-75.8667,27,2,0
"673",673,0.957,0,36888,-11.5,-75.6,28,2,0
"674",674,0.887,0.468,36889,-11.5,-75.3333,43,2,1
"675",675,0.921,0,36890,-11.5,-75.0667,36,2,0
"676",676,0.528,0,36891,-11.5,-74.8,41,1,0
"677",677,0.474,0.44,36892,-11.5,-74.5333,46,1,1
"678",678,0.846,0,37033,-11.7667,-76.9333,15,1,0
"679",679,0.818,0,37034,-11.7667,-76.6667,18,1,0
"680",680,0.828,0,37035,-11.7667,-76.4,18,1,0
"681",681,0.876,0,37036,-11.7667,-76.1333,11,1,0
"682",682,0.978,0,37037,-11.7667,-75.8667,19,2,0
"683",683,0.83,0,37038,-11.7667,-75.6,17,1,0
"684",684,0.817,0,37039,-11.7667,-75.3333,17,1,0
"685",685,0.854,0,37040,-11.7667,-75.0667,15,1,0
"686",686,0.795,0,37041,-11.7667,-74.8,20,1,0
"687",687,0.513,0,37042,-11.7667,-74.5333,45,1,0
"688",688,0.473,0.464,37043,-11.7667,-74.2667,46,1,1
"689",689,0.811,0,37185,-12.0333,-76.4,19,1,0
"690",690,0.839,0,37186,-12.0333,-76.1333,15,1,0
"691",691,0.847,0,37187,-12.0333,-75.8667,16,1,0
"692",692,0.966,0,37188,-12.0333,-75.6,23,2,0
"693",693,0.778,0,37189,-12.0333,-75.3333,21,1,0
"694",694,0.956,0.637,37190,-12.0333,-75.0667,30,2,1
"695",695,0.607,0.555,37191,-12.0333,-74.8,37,1,1
"696",696,0.362,0.765,37192,-12.0333,-74.5333,54,1,2
"697",697,0.358,0.753,37193,-12.0333,-74.2667,54,1,2
"698",698,0.412,0,37195,-12.0333,-73.7333,52,1,0
"699",699,0.379,0.354,37196,-12.0333,-73.4667,54,1,1
"700",700,0,0.51,37199,-12.0333,-72.6667,41,0,1
"701",701,0,0.405,37200,-12.0333,-72.4,53,0,1
"702",702,0.666,0.676,37338,-12.3,-75.0667,29,1,1
"703",703,0.644,0.603,37339,-12.3,-74.8,34,1,1
"704",704,0.594,0.612,37340,-12.3,-74.5333,34,1,1
"705",705,0.574,0.875,37341,-12.3,-74.2667,38,1,2
"706",706,0,0.518,37342,-12.3,-74,42,0,1
"707",707,0.445,0.398,37343,-12.3,-73.7333,50,1,1
"708",708,0.665,0,37344,-12.3,-73.4667,33,1,0
"709",709,0.391,0.392,37345,-12.3,-73.2,50,1,1
"710",710,0,0.451,37347,-12.3,-72.6667,44,0,1
"711",711,0.434,0.45,37350,-12.3,-71.8667,48,1,1
"712",712,0.43,0.428,37351,-12.3,-71.6,49,1,1
"713",713,0.763,0.721,37485,-12.5667,-75.0667,23,1,1
"714",714,0.69,0.694,37486,-12.5667,-74.8,27,1,1
"715",715,0.626,0.602,37487,-12.5667,-74.5333,34,1,1
"716",716,0.632,0.621,37488,-12.5667,-74.2667,34,1,1
"717",717,0.362,0.356,37489,-12.5667,-74,55,1,1
"718",718,0.423,0.393,37491,-12.5667,-73.4667,50,1,1
"719",719,0,0.51,37492,-12.5667,-73.2,41,0,1
"720",720,0,0.443,37494,-12.5667,-72.6667,47,0,1
"721",721,0,0.401,37495,-12.5667,-72.4,51,0,1
"722",722,0.833,0,37497,-12.5667,-71.8667,16,1,0
"723",723,0.439,0.435,37498,-12.5667,-71.6,48,1,1
"724",724,0.786,0.728,37632,-12.8333,-74.8,22,1,1
"725",725,0.706,0.703,37633,-12.8333,-74.5333,27,1,1
"726",726,0.657,0.596,37634,-12.8333,-74.2667,33,1,1
"727",727,0.608,0.581,37635,-12.8333,-74,36,1,1
"728",728,0.419,0.375,37636,-12.8333,-73.7333,50,1,1
"729",729,0.425,0,37637,-12.8333,-73.4667,49,1,0
"730",730,0.431,0.372,37638,-12.8333,-73.2,50,1,1
"731",731,0.401,0.346,37639,-12.8333,-72.9333,54,1,1
"732",732,0,0.395,37640,-12.8333,-72.6667,51,0,1
"733",733,0,0.389,37641,-12.8333,-72.4,50,0,1
"734",734,0.552,0.546,37643,-12.8333,-71.8667,39,1,1
"735",735,0.446,0.44,37644,-12.8333,-71.6,48,1,1
"736",736,0.677,0.661,37777,-13.1,-74.5333,28,1,1
"737",737,0.625,0.608,37778,-13.1,-74.2667,34,1,1
"738",738,0.631,0.564,37779,-13.1,-74,34,1,1
"739",739,0,0.341,37780,-13.1,-73.7333,54,0,1
"740",740,0.39,0.342,37781,-13.1,-73.4667,55,1,1
"741",741,0.647,0.614,37782,-13.1,-73.2,35,1,1
"742",742,0.917,0.532,37783,-13.1,-72.9333,39,2,1
"743",743,0.286,0.686,37784,-13.1,-72.6667,61,1,2
"744",744,0.579,0.56,37785,-13.1,-72.4,37,1,1
"745",745,0.709,0.671,37786,-13.1,-72.1333,26,1,1
"746",746,0.53,0.491,37787,-13.1,-71.8667,43,1,1
"747",747,0.413,0.795,37788,-13.1,-71.6,51,1,2
"748",748,0.26,0.612,37789,-13.1,-71.3333,65,1,2
"749",749,0.277,0.629,37790,-13.1,-71.0667,65,1,2
"750",750,0,0.858,37920,-13.3667,-74.5333,13,0,1
"751",751,0,0.82,37921,-13.3667,-74.2667,17,0,1
"752",752,0,0.694,37922,-13.3667,-74,26,0,1
"753",753,0,0.7,37923,-13.3667,-73.7333,27,0,1
"754",754,0,0.708,37924,-13.3667,-73.4667,27,0,1
"755",755,0,0.945,37925,-13.3667,-73.2,30,0,2
"756",756,0.589,0.554,37926,-13.3667,-72.9333,37,1,1
"757",757,0.614,0.546,37927,-13.3667,-72.6667,36,1,1
"758",758,0.626,0.578,37928,-13.3667,-72.4,34,1,1
"759",759,0.718,0.718,37929,-13.3667,-72.1333,26,1,1
"760",760,0.726,0.724,37930,-13.3667,-71.8667,24,1,1
"761",761,0.744,0.693,37931,-13.3667,-71.6,25,1,1
"762",762,0.624,0.545,37932,-13.3667,-71.3333,37,1,1
"763",763,0.574,0.5,37933,-13.3667,-71.0667,40,1,1
"764",764,0,0.35,37934,-13.3667,-70.8,53,0,1
"765",765,0,0.382,37935,-13.3667,-70.5333,53,0,1
"766",766,0,0.427,37937,-13.3667,-70,49,0,1
"767",767,0,0.823,38061,-13.6333,-74.5333,17,0,1
"768",768,0,0.805,38062,-13.6333,-74.2667,17,0,1
"769",769,0,0.722,38063,-13.6333,-74,25,0,1
"770",770,0,0.683,38064,-13.6333,-73.7333,26,0,1
"771",771,0,0.707,38065,-13.6333,-73.4667,26,0,1
"772",772,0,0.708,38066,-13.6333,-73.2,26,0,1
"773",773,0.603,0.566,38067,-13.6333,-72.9333,37,1,1
"774",774,0.59,0.582,38068,-13.6333,-72.6667,36,1,1
"775",775,0.612,0.558,38069,-13.6333,-72.4,36,1,1
"776",776,0.642,0.572,38070,-13.6333,-72.1333,34,1,1
"777",777,0.753,0.717,38071,-13.6333,-71.8667,24,1,1
"778",778,0.742,0.705,38072,-13.6333,-71.6,24,1,1
"779",779,0.818,0.782,38073,-13.6333,-71.3333,18,1,1
"780",780,0.76,0.698,38074,-13.6333,-71.0667,24,1,1
"781",781,0,0.4,38077,-13.6333,-70.2667,51,0,1
"782",782,0,0.424,38078,-13.6333,-70,49,0,1
"783",783,0,0.441,38079,-13.6333,-69.7333,44,0,1
"784",784,0,0.716,38200,-13.9,-75.0667,21,0,1
"785",785,0,0.804,38201,-13.9,-74.8,17,0,1
"786",786,0,0.842,38202,-13.9,-74.5333,13,0,1
"787",787,0,0.804,38203,-13.9,-74.2667,18,0,1
"788",788,0,0.658,38204,-13.9,-74,26,0,1
"789",789,0,0.678,38205,-13.9,-73.7333,28,0,1
"790",790,0,0.738,38206,-13.9,-73.4667,23,0,1
"791",791,0,0.652,38207,-13.9,-73.2,29,0,1
"792",792,0.568,0.561,38208,-13.9,-72.9333,38,1,1
"793",793,0.697,0.635,38209,-13.9,-72.6667,30,1,1
"794",794,0.618,0.573,38210,-13.9,-72.4,35,1,1
"795",795,0.627,0.592,38211,-13.9,-72.1333,35,1,1
"796",796,0.678,0.641,38212,-13.9,-71.8667,29,1,1
"797",797,0.767,0.729,38213,-13.9,-71.6,23,1,1
"798",798,0.856,0.811,38214,-13.9,-71.3333,16,1,1
"799",799,0,0.386,38223,-13.9,-68.9333,51,0,1
"800",800,0,0.86,38344,-14.1667,-74,14,0,1
"801",801,0,0.824,38345,-14.1667,-73.7333,14,0,1
"802",802,0,0.86,38346,-14.1667,-73.4667,14,0,1
"803",803,0,0.857,38347,-14.1667,-73.2,14,0,1
"804",804,0,0.834,38348,-14.1667,-72.9333,14,0,1
"805",805,0,0.908,38349,-14.1667,-72.6667,8,0,1
"806",806,0,0.928,38350,-14.1667,-72.4,7,0,1
"807",807,0,0.917,38351,-14.1667,-72.1333,8,0,1
"808",808,0,0.92,38352,-14.1667,-71.8667,8,0,1
"809",809,0,0.908,38353,-14.1667,-71.6,8,0,1
"810",810,0,0.913,38354,-14.1667,-71.3333,7,0,1
"811",811,0,0.42,38363,-14.1667,-68.9333,48,0,1
"812",812,0,0.468,38364,-14.1667,-68.6667,46,0,1
"813",813,0,0.839,38484,-14.4333,-74,14,0,1
"814",814,0,0.884,38485,-14.4333,-73.7333,11,0,1
"815",815,0,0.878,38486,-14.4333,-73.4667,11,0,1
"816",816,0,0.878,38487,-14.4333,-73.2,13,0,1
"817",817,0,0.867,38488,-14.4333,-72.9333,10,0,1
"818",818,0,0.92,38490,-14.4333,-72.4,6,0,1
"819",819,0,0.902,38491,-14.4333,-72.1333,8,0,1
"820",820,0,0.922,38492,-14.4333,-71.8667,7,0,1
"821",821,0,0.917,38493,-14.4333,-71.6,7,0,1
"822",822,0,0.923,38494,-14.4333,-71.3333,7,0,1
"823",823,0,0.927,38495,-14.4333,-71.0667,8,0,1
"824",824,0,0.452,38504,-14.4333,-68.6667,47,0,1
"825",825,0,0.432,38505,-14.4333,-68.4,46,0,1
"826",826,0,0.482,38506,-14.4333,-68.1333,43,0,1
"827",827,0,0.857,38625,-14.7,-73.4667,12,0,1
"828",828,0,0.88,38626,-14.7,-73.2,9,0,1
"829",829,0,0.909,38635,-14.7,-70.8,8,0,1
"830",830,0,0.913,38636,-14.7,-70.5333,8,0,1
"831",831,0,0.902,38637,-14.7,-70.2667,8,0,1
"832",832,0.628,0,38642,-14.7,-68.9333,36,1,0
"833",833,0,0.441,38645,-14.7,-68.1333,46,0,1
"834",834,0,0.854,38761,-14.9667,-74,14,0,1
"835",835,0,0.833,38762,-14.9667,-73.7333,15,0,1
"836",836,0,0.821,38763,-14.9667,-73.4667,15,0,1
"837",837,0,0.876,38764,-14.9667,-73.2,12,0,1
"838",838,0,0.897,38773,-14.9667,-70.8,9,0,1
"839",839,0,0.909,38774,-14.9667,-70.5333,9,0,1
"840",840,0,0.887,38775,-14.9667,-70.2667,9,0,1
"841",841,0,0.852,38776,-14.9667,-70,13,0,1
"842",842,0.77,0,38780,-14.9667,-68.9333,23,1,0
"843",843,0.649,0,38781,-14.9667,-68.6667,33,1,0
"844",844,0,0.447,38782,-14.9667,-68.4,46,0,1
"845",845,0.729,0,38917,-15.2333,-68.9333,24,1,0
"846",846,0.732,0,38918,-15.2333,-68.6667,28,1,0
"847",847,0,0.586,38919,-15.2333,-68.4,36,0,1
"848",848,0,0.573,38921,-15.2333,-67.8667,36,0,1
"849",849,0.777,0,39053,-15.5,-68.9333,25,1,0
"850",850,0.693,0,39054,-15.5,-68.6667,30,1,0
"851",851,0.649,0,39055,-15.5,-68.4,33,1,0
"852",852,0,0.607,39056,-15.5,-68.1333,32,0,1
"853",853,0,0.51,39058,-15.5,-67.6,40,0,1
"854",854,0.698,0,39188,-15.7667,-68.6667,26,1,0
"855",855,0.697,0,39189,-15.7667,-68.4,30,1,0
"856",856,0.56,0.532,39190,-15.7667,-68.1333,39,1,1
"857",857,0,0.533,39191,-15.7667,-67.8667,39,0,1
"858",858,0,0.504,39192,-15.7667,-67.6,40,0,1
"859",859,0,0.513,39193,-15.7667,-67.3333,40,0,1
"860",860,0.763,0,39322,-16.0333,-68.4,22,1,0
"861",861,0.668,0,39323,-16.0333,-68.1333,32,1,0
"862",862,0.445,0.4,39324,-16.0333,-67.8667,49,1,1
"863",863,0,0.476,39325,-16.0333,-67.6,46,0,1
"864",864,0,0.456,39326,-16.0333,-67.3333,45,0,1
"865",865,0,0.372,39327,-16.0333,-67.0667,53,0,1
"866",866,0.559,0.509,39456,-16.3,-67.8667,38,1,1
"867",867,0,0.573,39457,-16.3,-67.6,36,0,1
"868",868,0,0.455,39459,-16.3,-67.0667,45,0,1
"869",869,0.456,0.47,39460,-16.3,-66.8,47,1,1
"870",870,0,0.535,39461,-16.3,-66.5333,40,0,1
"871",871,0.793,0,39585,-16.5667,-67.8667,22,1,0
"872",872,0.601,0,39586,-16.5667,-67.6,36,1,0
"873",873,0.573,0.531,39587,-16.5667,-67.3333,40,1,1
"874",874,0.448,0,39588,-16.5667,-67.0667,50,1,0
"875",875,0.453,0.422,39589,-16.5667,-66.8,48,1,1
"876",876,0.645,0,39590,-16.5667,-66.5333,34,1,0
"877",877,0,0.45,39591,-16.5667,-66.2667,46,0,1
"878",878,0,0.467,39592,-16.5667,-66,45,0,1
"879",879,0.681,0,39711,-16.8333,-67.8667,31,1,0
"880",880,0.644,0,39712,-16.8333,-67.6,33,1,0
"881",881,0.699,0,39713,-16.8333,-67.3333,30,1,0
"882",882,0.598,0,39714,-16.8333,-67.0667,38,1,0
"883",883,0.606,0,39715,-16.8333,-66.8,35,1,0
"884",884,0.767,0,39716,-16.8333,-66.5333,23,1,0
"885",885,0.556,0,39717,-16.8333,-66.2667,40,1,0
"886",886,0.434,0,39718,-16.8333,-66,50,1,0
"887",887,0,0.599,39719,-16.8333,-65.7333,34,0,1
"888",888,0.747,0,39836,-17.1,-67.8667,26,1,0
"889",889,0.729,0,39837,-17.1,-67.6,26,1,0
"890",890,0.802,0,39838,-17.1,-67.3333,21,1,0
"891",891,0.651,0,39839,-17.1,-67.0667,33,1,0
"892",892,0.611,0,39840,-17.1,-66.8,36,1,0
"893",893,0.84,0,39841,-17.1,-66.5333,16,1,0
"894",894,0.796,0,39842,-17.1,-66.2667,22,1,0
"895",895,0.47,0,39843,-17.1,-66,46,1,0
"896",896,0.401,0,39844,-17.1,-65.7333,52,1,0
"897",897,0.891,0,39962,-17.3667,-67.0667,11,1,0
"898",898,0.869,0,39963,-17.3667,-66.8,13,1,0
"899",899,0.879,0,39964,-17.3667,-66.5333,12,1,0
"900",900,0.874,0,39965,-17.3667,-66.2667,13,1,0
"901",901,0.759,0,39966,-17.3667,-66,25,1,0
"902",902,0.713,0,39967,-17.3667,-65.7333,27,1,0
"903",903,0.582,0,39968,-17.3667,-65.4667,38,1,0
"904",904,0.584,0,39969,-17.3667,-65.2,38,1,0
"905",905,0.891,0,40084,-17.6333,-66.8,10,1,0
"906",906,0.877,0,40085,-17.6333,-66.5333,12,1,0
"907",907,0.87,0,40086,-17.6333,-66.2667,13,1,0
"908",908,0.704,0,40087,-17.6333,-66,27,1,0
"909",909,0.725,0,40088,-17.6333,-65.7333,25,1,0
"910",910,0.736,0,40089,-17.6333,-65.4667,27,1,0
"911",911,0.64,0,40090,-17.6333,-65.2,31,1,0
"912",912,0.472,0.448,40091,-17.6333,-64.9333,44,1,1
"913",913,0.45,0.414,40092,-17.6333,-64.6667,49,1,1
"914",914,0,0.495,40093,-17.6333,-64.4,43,0,1
"915",915,0.857,0,40206,-17.9,-66.5333,13,1,0
"916",916,0.872,0,40207,-17.9,-66.2667,14,1,0
"917",917,0.686,0,40208,-17.9,-66,30,1,0
"918",918,0.681,0,40209,-17.9,-65.7333,30,1,0
"919",919,0.655,0,40210,-17.9,-65.4667,30,1,0
"920",920,0.649,0,40212,-17.9,-64.9333,35,1,0
"921",921,0.585,0,40213,-17.9,-64.6667,38,1,0
"922",922,0,0.49,40215,-17.9,-64.1333,42,0,1
"923",923,0,0.615,40216,-17.9,-63.8667,34,0,1
"924",924,0,0.614,40217,-17.9,-63.6,32,0,1
"925",925,0.922,0,40327,-18.1667,-66,9,1,0
"926",926,0.903,0,40328,-18.1667,-65.7333,10,1,0
"927",927,0,0.815,40335,-18.1667,-63.8667,15,0,1
"928",928,0,0.794,40336,-18.1667,-63.6,18,0,1
"929",929,0.916,0,40444,-18.4333,-66,9,1,0
"930",930,0.892,0,40445,-18.4333,-65.7333,10,1,0
"931",931,0.907,0,40446,-18.4333,-65.4667,9,1,0
"932",932,0.921,0,40447,-18.4333,-65.2,9,1,0
"933",933,0,0.834,40452,-18.4333,-63.8667,14,0,1
"934",934,0,0.802,40453,-18.4333,-63.6,17,0,1
"935",935,0.929,0,40560,-18.7,-66,8,1,0
"936",936,0.926,0,40561,-18.7,-65.7333,9,1,0
"937",937,0.911,0,40562,-18.7,-65.4667,9,1,0
"938",938,0,0.774,40568,-18.7,-63.8667,18,0,1
"939",939,0,0.785,40569,-18.7,-63.6,18,0,1
"940",940,0.924,0,40676,-18.9667,-65.7333,8,1,0
"941",941,0.922,0,40677,-18.9667,-65.4667,8,1,0
"942",942,0.916,0,40678,-18.9667,-65.2,9,1,0
"943",943,0,0.778,40683,-18.9667,-63.8667,19,0,1
"944",944,0,0.88,40798,-19.2333,-63.8667,11,0,1
"945",945,0,0.88,40914,-19.5,-63.8667,11,0,1
"946",946,0,0.884,41029,-19.7667,-63.8667,10,0,1
"947",947,0,0.874,41030,-19.7667,-63.6,11,0,1
"948",948,0,0.865,41143,-20.0333,-63.8667,11,0,1
